crop_image,item_category,original_image,color,personal_color
edd5946c-6935-45af-aa64-a7ed02a1c84a.jpg,short_sleeved_dress,760.jpg,darkslateblue,winter
f8ea9c84-ff07-4f73-be58-fe03d41c3f1f.jpg,short_sleeved_outwear,748.jpg,snow,summer
98a1cb0d-8336-470c-bd56-4e4bec595702.jpg,skirt,748.jpg,black,winter
a81e7574-0427-4951-9ac8-0c509f8a51b9.jpg,trousers,211.jpg,tomato,spring
3be4d252-0492-4efd-844f-2a5cced7ce0a.jpg,short_sleeved_outwear,563.jpg,black,winter
95a3108d-a916-433c-a9f3-5c5a3a532f59.jpg,vest,563.jpg,black,winter
0e537f77-84c1-44a0-9a2e-2a1c5545c19c.jpg,short_sleeved_dress,563.jpg,mediumpurple,spring
e6ac18c2-aa45-450d-934d-ed53625257ca.jpg,skirt,563.jpg,dimgray,autumn
edaad53e-e020-4570-9e2e-42f6c8533897.jpg,trousers,749.jpg,pink,winter
a8c6662d-55d4-4b49-8ae8-0fb642f72970.jpg,short_sleeved_outwear,749.jpg,pink,winter
a582daaa-a920-4096-b052-9836076f900f.jpg,short_sleeved_outwear,205.jpg,lavender,winter
04a1ac77-6a71-402e-a357-a748e139870c.jpg,skirt,577.jpg,darkslateblue,winter
a6396a0d-9cc3-4f32-8d30-bdc21861f743.jpg,long_sleeved_shirt,577.jpg,lightsteelblue,summer
108330b5-f352-4cf8-ae70-5d45c6140175.jpg,trousers,588.jpg,darkslateblue,winter
19d2e89a-a273-4491-8957-a7d0640b2a3b.jpg,vest,359.jpg,black,winter
dc71650f-3a07-48d5-a2bd-2f7a1bce9323.jpg,trousers,359.jpg,darkslategray,winter
74c2724a-11db-4ecc-9108-f927bcd73a05.jpg,skirt,417.jpg,darkslategray,winter
f81f1279-cac8-4772-b009-dbfe34ccc244.jpg,vest,417.jpg,black,winter
aa06619f-a349-4381-bfb2-06166ab6696b.jpg,trousers,417.jpg,darkslategray,winter
e9e50c06-3cf2-4562-8a59-1d6b75287474.jpg,skirt,371.jpg,mediumvioletred,summer
aa4eb56c-eed6-4eeb-986d-cc42a98f750f.jpg,short_sleeved_outwear,704.jpg,plum,winter
e3e11004-9a77-4b18-b517-9acf07c2a756.jpg,short_sleeved_dress,704.jpg,midnightblue,winter
0c484db2-ca7b-4f26-abdb-ce4b0f3797c0.jpg,skirt,704.jpg,black,winter
8480ad4e-2f9e-422a-8e56-e7fc923f078b.jpg,short_sleeved_outwear,512.jpg,linen,autumn
786e5805-f288-48d2-9ca8-14ea9dd8b16f.jpg,skirt,738.jpg,darkslateblue,winter
5a73e722-f961-4f54-93c8-eca25a276c89.jpg,long_sleeved_shirt,738.jpg,steelblue,autumn
fe8287d7-9237-4bbd-9f1a-151e6ea03a16.jpg,trousers,738.jpg,darkslategray,winter
c8b771df-0dc2-4c15-aa4c-0c80a363d94a.jpg,vest,274.jpg,darkslategray,winter
8b2b21ca-c5a9-40de-af19-809ab753c744.jpg,vest,248.jpg,silver,summer
2e501e8f-0b41-4d20-bf2d-a6df43611fa6.jpg,trousers,248.jpg,silver,summer
cd725fb9-5a8a-48be-9a7e-bcb084c7db27.jpg,skirt,260.jpg,black,winter
ab1b1f84-9c66-4ec3-86e5-7ffe8bf92997.jpg,trousers,300.jpg,black,winter
05acf2de-a0ce-45fd-b5d9-cd9b9c2f1c5b.jpg,long_sleeved_shirt,300.jpg,black,winter
e6888288-246c-4751-b009-dc8df3ff2731.jpg,trousers,506.jpg,black,winter
647a9dca-a58d-4e0e-919a-1780926d97cc.jpg,short_sleeved_outwear,506.jpg,black,winter
4013e2b2-ad62-402b-9999-4926cbc7f0a9.jpg,skirt,506.jpg,black,winter
9c4b7452-11ae-4f2d-bbcd-7434ac1f65c1.jpg,trousers,314.jpg,black,winter
e12cc530-93fe-47f1-8461-c80490d8012f.jpg,trousers,314.jpg,lightpink,spring
d9c3bf7d-371d-4469-bf97-93d3b2c4fd30.jpg,long_sleeved_shirt,314.jpg,black,winter
504e6287-4740-4c85-8f04-781441e17748.jpg,skirt,328.jpg,black,winter
d57a04ed-1180-43d1-9528-da6be2ddf73a.jpg,short_sleeved_outwear,328.jpg,gainsboro,winter
b98d0daa-023a-4072-a333-22266b60f8a4.jpg,skirt,472.jpg,darkslategray,winter
cad05d1b-19b5-4988-9d8a-45a9e93e2984.jpg,vest,472.jpg,darkslategray,winter
0897d069-c527-46f5-921d-3f22ab1dab2b.jpg,trousers,499.jpg,midnightblue,winter
40af39ae-06da-43db-8b4d-7784d34eb631.jpg,short_sleeved_outwear,499.jpg,rosybrown,summer
0246e768-878c-44d0-ab12-e6fe0e65643b.jpg,skirt,658.jpg,black,winter
b5b4f9d5-48f5-4c9f-a770-6bc7b903ad7e.jpg,short_sleeved_outwear,658.jpg,black,winter
94916de7-9f9e-4ebb-8a2c-f31faede84c1.jpg,short_sleeved_outwear,116.jpg,black,winter
16fe0db9-184c-4640-b03a-11581543b963.jpg,trousers,17.jpg,lavender,winter
08f722d5-4583-48d8-86e8-13dcad2f1fef.jpg,skirt,664.jpg,steelblue,autumn
efece0b1-f812-4a58-97a9-9da4588141c2.jpg,short_sleeved_outwear,664.jpg,gainsboro,winter
9c7fba1b-c00e-48bb-86d8-ff69ce468c50.jpg,trousers,664.jpg,black,winter
3bef2d4d-e689-40ec-b48d-932a85c20d3e.jpg,skirt,670.jpg,black,winter
a3175107-afba-47b6-bf91-6835e992012b.jpg,long_sleeved_shirt,670.jpg,black,winter
bd9d1a97-e730-487e-8bac-57d705724f8d.jpg,skirt,666.jpg,lavender,winter
f81f938a-9100-4ca5-82d1-62fd5b61a0d9.jpg,short_sleeved_outwear,666.jpg,darkseagreen,autumn
2b6ab934-ea0f-4565-bc8f-feddf25ac258.jpg,long_sleeved_shirt,699.jpg,slategray,summer
bbbf2a80-87f1-4c4f-b198-fca7d6ac0ab6.jpg,trousers,100.jpg,black,winter
29a5a2e6-3f7d-4a84-bd1c-4b8be1e475b1.jpg,long_sleeved_shirt,100.jpg,silver,summer
4e38bfa8-3672-4108-82dc-94c41926b5d9.jpg,long_sleeved_shirt,114.jpg,black,winter
554f4bd4-672b-4aa0-a654-e4c91ab5c927.jpg,skirt,458.jpg,black,winter
cd6e802f-f819-4742-9d06-140082fabe4d.jpg,vest,458.jpg,black,winter
e4fb4bb2-62b9-4d0f-8977-eecb5c00ba7a.jpg,short_sleeved_outwear,458.jpg,black,winter
2824bc70-dc57-4caa-8aff-4f9156d78a24.jpg,skirt,302.jpg,slategray,summer
bea78ecc-6cca-455c-85f2-77a2959f8eaa.jpg,vest,302.jpg,black,winter
7f5b661b-939d-4ae6-99ed-766d51d6964f.jpg,trousers,289.jpg,lightsteelblue,summer
a9eb49a7-3e32-47cd-b720-836c02ec0d7a.jpg,trousers,464.jpg,black,winter
4dfd5434-ce9d-46e6-8fe4-5c2316a834e8.jpg,short_sleeved_dress,464.jpg,black,winter
999c1a80-7e18-445d-9efe-0efaac77d0af.jpg,vest,470.jpg,black,winter
8b506f0c-8f10-42f7-aa2c-306880eb72c4.jpg,trousers,470.jpg,black,winter
889f9eaf-fad2-45d1-8351-be4750067a90.jpg,short_sleeved_outwear,672.jpg,indianred,autumn
2e28d96e-bab4-4c41-9952-4f4ba33188e8.jpg,short_sleeved_dress,672.jpg,darkslategray,winter
7c798d6a-e021-4d96-ac87-1ecc9e1aa077.jpg,vest,316.jpg,black,winter
62cfeaed-f138-4650-9684-c05def3865d3.jpg,trousers,316.jpg,black,winter
70833f04-0ef3-4b37-9ea3-7e72cbd51e8d.jpg,short_sleeved_outwear,538.jpg,antiquewhite,spring
cbcc9329-e030-455f-bd1b-704ce2fa3a43.jpg,trousers,538.jpg,gainsboro,winter
8fb1fbdb-f8a5-4a7c-a46e-c67f8d1a29bc.jpg,trousers,276.jpg,black,winter
1b47c544-b9f3-4258-a443-2babe55f2db8.jpg,vest,276.jpg,black,winter
40ce3c8a-a133-49b3-8a69-4b7376937b92.jpg,short_sleeved_outwear,276.jpg,black,winter
5c7b670f-7b2f-4f23-8033-dba149c1be4c.jpg,short_sleeved_outwear,510.jpg,lightsteelblue,summer
29728a16-cc1f-448d-a63e-7d719db708ff.jpg,trousers,510.jpg,black,winter
ea23c139-282c-4b33-a4f2-6901096f5557.jpg,long_sleeved_shirt,510.jpg,lightsteelblue,summer
7ade2dea-ebef-41a1-8848-5ed3a41aaa91.jpg,short_sleeved_outwear,277.jpg,black,winter
bdc89522-0421-49c7-975c-77a384d6e878.jpg,long_sleeved_shirt,262.jpg,black,winter
41c9e9d2-00ac-4e3d-9036-9d6364bff9f2.jpg,trousers,262.jpg,black,winter
409619ce-ee59-40d5-bd6c-cd5138be3634.jpg,skirt,712.jpg,darkslategray,winter
2d6959aa-938a-4667-bdd8-5e911f474985.jpg,short_sleeved_outwear,712.jpg,black,winter
88925b87-107b-487e-a7db-4e1c6219f717.jpg,skirt,713.jpg,gainsboro,winter
544153b6-e1e5-4dc5-b593-a64b1edddda6.jpg,short_sleeved_outwear,713.jpg,gainsboro,winter
fd780293-55f4-46b0-81cb-4c4b58a6d0aa.jpg,skirt,505.jpg,black,winter
0bebb83b-140d-450c-8849-f24c6b53f5c5.jpg,short_sleeved_outwear,706.jpg,gainsboro,winter
2886570b-5a45-4501-a4d1-70e5929818ab.jpg,skirt,706.jpg,darkgray,winter
01d8eeac-ba4a-4745-a00d-fdc9dc2075d5.jpg,vest,707.jpg,black,winter
2f44c55f-6633-4152-9af3-9ee8941d848d.jpg,skirt,707.jpg,black,winter
aa85ea44-1eb4-4a30-8cb0-6860f05ef109.jpg,short_sleeved_outwear,516.jpg,black,winter
eeae03c8-7a9e-4a17-a9ce-8ec1e993fc4f.jpg,trousers,516.jpg,darkgray,winter
059da1fa-7903-4e53-bed2-69b6a5b786c0.jpg,trousers,700.jpg,lightsteelblue,summer
206eafef-3b29-4e29-91b0-9a0361737567.jpg,short_sleeved_dress,700.jpg,lightsteelblue,summer
9f9ccdc8-71cd-4f6d-833c-b8ece410b02b.jpg,short_sleeved_outwear,700.jpg,lightgray,winter
39a90adc-4f90-435d-a149-7b4c99b40d9d.jpg,skirt,264.jpg,lightgray,winter
4e487718-d3b0-4aab-8508-52dff8e24e91.jpg,short_sleeved_outwear,264.jpg,black,winter
a7459e7e-5761-4b74-9c20-c4ad389e0fe8.jpg,sling_dress,270.jpg,black,winter
8d55b673-72f4-4b47-b188-babebb5e940e.jpg,short_sleeved_outwear,258.jpg,silver,summer
19b032f3-6aeb-4e0a-830c-a1ad1f77c140.jpg,short_sleeved_outwear,714.jpg,black,winter
2412b9dd-4aeb-44b4-8596-168ee2cbe507.jpg,short_sleeved_dress,714.jpg,black,winter
bcdbcf7d-5c0a-4f45-ba65-a5a2d59ce3cd.jpg,vest,714.jpg,black,winter
6c3148fc-d5c2-421c-be77-907d58f30df1.jpg,skirt,728.jpg,black,winter
0e4ec61d-7c0c-40d8-83ef-be7b4886c2e4.jpg,short_sleeved_outwear,728.jpg,black,winter
060ae229-6275-4c8b-9d8c-851553a9514f.jpg,short_sleeved_outwear,729.jpg,black,winter
4366482b-8d50-48dc-a3f8-1367370ed7f1.jpg,skirt,715.jpg,black,winter
71877832-653c-4287-ac06-ec1cb20a8d8c.jpg,vest,715.jpg,ghostwhite,winter
2e437dfa-7da1-45c1-a87c-e300ad757d0d.jpg,trousers,715.jpg,black,winter
4a37504c-f2e6-4379-b413-005a829e7c29.jpg,short_sleeved_outwear,701.jpg,dimgray,autumn
485dd4f1-f318-4092-aa68-fd1a68e88afa.jpg,vest,701.jpg,dimgray,autumn
1a4f3c94-3477-4725-b7ff-8f9f167165fa.jpg,skirt,701.jpg,rosybrown,summer
01b354cf-afc4-4bb9-a5f5-49e8d3c37fa8.jpg,skirt,259.jpg,black,winter
a9327cab-6337-4db0-8a5a-6d640b4df1b5.jpg,skirt,259.jpg,black,winter
a951cf4d-2c1b-4627-b017-a12dc5734dfb.jpg,short_sleeved_outwear,259.jpg,black,winter
ed1b7ee2-9eda-49c8-bbb6-0d1ae1be9841.jpg,skirt,503.jpg,gray,winter
685ebf5e-7c46-4d3b-a479-916745f4b5b2.jpg,trousers,503.jpg,gray,winter
da69945f-df63-446f-b318-7a6ba59ff222.jpg,long_sleeved_shirt,271.jpg,rosybrown,summer
86b7180a-2e4f-4e1a-ad79-9de62546512c.jpg,short_sleeved_outwear,265.jpg,black,winter
31d5a0b2-8082-4c3f-85e2-fd7707f7f0f2.jpg,trousers,517.jpg,black,winter
acfe7a41-5dcc-4d54-bf4f-80a12ec56206.jpg,short_sleeved_outwear,517.jpg,wheat,autumn
a13b999f-e768-4bb5-8e42-278dcbe12c37.jpg,skirt,517.jpg,black,winter
a9eee095-f2fd-4358-8359-7e2e2f3a4e5c.jpg,vest,339.jpg,darkgray,winter
d81aabf3-432b-4389-8c17-58e2b708960d.jpg,short_sleeved_dress,339.jpg,gray,winter
59041dd5-9af9-40ea-85e6-3b1af90ae84b.jpg,short_sleeved_outwear,339.jpg,darkgray,winter
af4fbb64-2369-46a0-b48a-f9ef41e60335.jpg,skirt,339.jpg,gray,winter
0831bf9a-5e77-4784-9ed8-1cbec2c48f34.jpg,vest,305.jpg,tan,autumn
66d6f222-182c-4378-ac62-57b44ade5d11.jpg,long_sleeved_shirt,463.jpg,black,winter
3a466061-cdf6-4aae-95e6-46d0e753b3b8.jpg,trousers,477.jpg,darkslategray,winter
6a845236-d50a-4bac-a0d3-d5472141a65f.jpg,vest,477.jpg,black,winter
9d3ab693-3862-4c91-87e5-77e138526d5e.jpg,vest,311.jpg,darkslategray,winter
297a08f7-ea69-49e0-8cae-09b3d09b924d.jpg,short_sleeved_outwear,311.jpg,darkslategray,winter
b477a34e-2cc1-422e-8a94-6dc7e1766216.jpg,skirt,12.jpg,black,winter
a4ff78d4-48fd-4253-af8b-f7a67e260182.jpg,trousers,12.jpg,black,winter
4cfad992-5c2d-4d08-bf86-1935336f9562.jpg,short_sleeved_outwear,12.jpg,black,winter
08562266-a0a5-40bd-ba1b-4fe18598ce6d.jpg,trousers,113.jpg,black,winter
5ec8b504-b2a7-4ff3-81eb-c9885a6b4141.jpg,short_sleeved_outwear,113.jpg,black,winter
582bd041-4561-4549-85fb-9a815ff5288c.jpg,trousers,675.jpg,darkslategray,winter
380df8a1-095b-4c50-89d3-2a5e6ce6b87c.jpg,short_sleeved_outwear,675.jpg,black,winter
81574818-311b-4cdc-8276-a3c7d49ca7fe.jpg,short_sleeved_dress,675.jpg,tan,autumn
c5313c02-ecb8-47f7-8657-dec4369291c1.jpg,long_sleeved_shirt,649.jpg,darkslategray,winter
36a2dfce-984e-4b22-ae2d-6c08438828c3.jpg,short_sleeved_dress,649.jpg,black,winter
fc81aac8-a161-4789-a930-c49db7392a70.jpg,vest,488.jpg,gray,winter
46a17bc0-b355-4905-9947-df08409aae71.jpg,trousers,488.jpg,black,winter
d7089380-9969-451b-a720-f139b8147cc2.jpg,short_sleeved_dress,659.jpg,black,winter
720ec67c-7104-46fd-bfcf-ef740fb94f24.jpg,short_sleeved_outwear,659.jpg,whitesmoke,winter
6ed75023-1e5e-4067-b1c7-0e3db536604f.jpg,skirt,661.jpg,darkgray,winter
5a63f376-fe43-4de8-a677-2edd7d4621b1.jpg,skirt,671.jpg,lightslategray,summer
48683084-d83a-42f6-81b0-e4f7ba4d063a.jpg,short_sleeved_outwear,671.jpg,lightgray,winter
7f42db47-497a-4b07-93fe-015c2dda81ee.jpg,skirt,117.jpg,goldenrod,spring
ed0b3447-bb70-4736-9ee8-5886b3689f08.jpg,long_sleeved_shirt,117.jpg,lavender,winter
abf6fc3a-88e4-48b1-a6db-6cebd363d5e0.jpg,trousers,103.jpg,gainsboro,winter
32bc74ee-fb75-442a-bf08-49d44ff744e8.jpg,long_sleeved_shirt,103.jpg,gainsboro,winter
453977fd-ae9d-4729-bacd-44f90ceaa405.jpg,trousers,467.jpg,rosybrown,summer
e21e7cb5-9f81-4e9c-a4a5-715d072c542c.jpg,vest,467.jpg,black,winter
68a33838-5462-411e-a19b-54db81575ac5.jpg,short_sleeved_outwear,467.jpg,black,winter
3c9e5458-cb7e-43ef-820a-20e93fb5d4d1.jpg,short_sleeved_outwear,665.jpg,black,winter
d57794f4-60a8-42ce-8373-c082869046b4.jpg,trousers,473.jpg,black,winter
17b4a264-1354-4b72-a867-add0ed12c687.jpg,long_sleeved_shirt,473.jpg,lightgray,winter
2f92b2e9-1012-4e2f-8b54-3094125576e3.jpg,short_sleeved_outwear,498.jpg,black,winter
6179ec21-d87c-458d-b60e-fde0b336a66e.jpg,skirt,498.jpg,black,winter
ce474e52-f544-4e63-90c5-4a43aca422c2.jpg,vest,315.jpg,black,winter
1347747d-069d-4791-adab-d2628105ec14.jpg,vest,301.jpg,black,winter
4427815e-41f6-4356-afcb-e079f07004fc.jpg,short_sleeved_dress,249.jpg,dimgray,autumn
9a7d1a32-82a9-4363-909d-54071e0c536e.jpg,short_sleeved_outwear,249.jpg,black,winter
72208a83-7cbd-46c2-9ae3-7f4c507e22e6.jpg,long_sleeved_shirt,249.jpg,black,winter
aefe96af-ef3b-4ab8-98d6-3dd7b9699a5e.jpg,trousers,261.jpg,black,winter
56ee07d7-d963-4883-8daa-4681d65135b5.jpg,long_sleeved_shirt,261.jpg,darkslategray,winter
a8cfa976-80e6-4ce4-9667-df0cc3d26bbd.jpg,trousers,261.jpg,darkslategray,winter
294abdcf-6252-496c-9e0d-389edb8850c0.jpg,sling,739.jpg,rosybrown,summer
25778575-17a4-479a-84d0-873cf4d2b9df.jpg,short_sleeved_dress,739.jpg,silver,summer
76d2d5ba-0a04-427b-89af-98f20af43ed6.jpg,vest,513.jpg,black,winter
1394b49f-53ca-40e0-851d-8693f3a64f94.jpg,trousers,275.jpg,black,winter
58de3fac-2f89-4d31-a871-a4db40ccae0c.jpg,vest,275.jpg,black,winter
2aa93138-4813-4939-8359-517fceda2e51.jpg,skirt,710.jpg,rosybrown,summer
bb35cb91-edd1-4104-b5da-32965b8803bd.jpg,short_sleeved_outwear,710.jpg,darkgray,winter
f6bb2e8c-9692-4d9b-846a-659265c4e433.jpg,trousers,507.jpg,lightslategray,summer
6f2f8429-59e6-40ec-8817-40d92e28219e.jpg,skirt,705.jpg,black,winter
8999350d-2c4c-48dd-ad84-dd8ca35e5c1a.jpg,short_sleeved_outwear,705.jpg,black,winter
e711c501-8a55-4107-89f1-cad7cbe2bfe8.jpg,vest,313.jpg,black,winter
d273540e-1893-4a27-9692-b4e43cbf6cd6.jpg,skirt,475.jpg,black,winter
219659df-1d1f-4bf2-9377-da440c630317.jpg,vest,475.jpg,darkgray,winter
64a7eac3-9781-4f5a-a875-e957b94bfbc5.jpg,short_sleeved_outwear,475.jpg,darkgray,winter
45ced94a-8567-4c8e-afeb-5dd5bb78f2e9.jpg,skirt,449.jpg,black,winter
4bc373dc-0d36-4972-9a69-5fd0db1f2a6e.jpg,vest,449.jpg,black,winter
2fd83cf5-df5f-4574-9fed-ab6a5fc54dfa.jpg,skirt,501.jpg,black,winter
7dbd13e0-f615-4cf0-ae45-4263fc5c0f7e.jpg,short_sleeved_outwear,501.jpg,black,winter
13783390-acdf-4fc7-8855-f76862a0ed77.jpg,trousers,298.jpg,cornflowerblue,autumn
32dcedba-8fd0-4441-ac1d-8172410b5af8.jpg,short_sleeved_outwear,298.jpg,black,winter
041baae7-0db5-4ff0-b9bf-0e2e8061667b.jpg,short_sleeved_outwear,717.jpg,darkslategray,winter
644b24a0-433e-4abf-ae9a-baa9d677acd9.jpg,skirt,717.jpg,darkslategray,winter
392d0099-d7bf-4ceb-b79e-545251921710.jpg,trousers,529.jpg,black,winter
e20425ac-632a-4f25-8389-b83eb0107277.jpg,short_sleeved_outwear,529.jpg,black,winter
0716db5e-2105-4cb3-a191-dde2cbe9895a.jpg,skirt,515.jpg,black,winter
bb2f6974-7cd7-4577-8266-a122f96c5565.jpg,trousers,515.jpg,black,winter
14d3ed0b-0cc9-4a67-a8cb-dec2f3e303d8.jpg,short_sleeved_outwear,515.jpg,black,winter
5002f193-3c29-4e2d-b01b-ee7d4efa8dcf.jpg,skirt,267.jpg,black,winter
a7136834-2041-48c8-a337-5039cd75430f.jpg,short_sleeved_outwear,267.jpg,black,winter
13f440eb-874a-435a-bdd6-c150c9ebcc29.jpg,trousers,273.jpg,black,winter
a1eb226e-3608-4d5c-99b8-b52b85206684.jpg,short_sleeved_outwear,273.jpg,black,winter
d19c1213-65da-4052-90f3-d48cec2826aa.jpg,short_sleeved_outwear,703.jpg,darkslateblue,winter
2cc4d5dc-858b-4a43-83fc-e62baa286534.jpg,trousers,702.jpg,lightsteelblue,summer
eaac2814-ab9f-4b31-bc24-6dfa8489be03.jpg,,702.jpg,lightsteelblue,summer
ab1af24f-5bf8-4001-aec8-5ba3d8b9e158.jpg,skirt,716.jpg,dimgray,autumn
3d17f681-0286-43d2-afbb-12fb4e2c951d.jpg,skirt,266.jpg,black,winter
eca4348a-1139-46b3-86c2-23fee116350e.jpg,short_sleeved_outwear,500.jpg,darkslategray,winter
3fb37a8e-f855-4707-87d7-a4e13dad2689.jpg,trousers,528.jpg,black,winter
9bca9d55-4f2f-4aea-82fb-a48d9b4931e0.jpg,skirt,528.jpg,black,winter
5bd9cb77-ead8-48e7-82c0-01d3d8c6825d.jpg,trousers,514.jpg,darkgray,winter
f7de0b66-7c48-48a5-999a-e9800ddfd936.jpg,trousers,514.jpg,black,winter
82abc4c9-12de-4a47-8766-70cc0d3d07f8.jpg,trousers,272.jpg,black,winter
4c6eedb8-34a5-42be-aa26-c3f33ec630b4.jpg,sling_dress,448.jpg,rosybrown,summer
00cf9932-94e4-4952-ae07-5b605943dde0.jpg,trousers,299.jpg,black,winter
5ea2dbeb-f195-45bd-a65b-443ee246cb6d.jpg,vest,312.jpg,gray,winter
dc14b4bb-55fa-4a83-92c4-ddfb86616f87.jpg,trousers,312.jpg,darkslategray,winter
7eb4711e-4abe-440d-bbf6-50e49439aff6.jpg,vest,474.jpg,black,winter
2ea28337-50ac-48d2-86d7-493971ecb3bd.jpg,trousers,474.jpg,black,winter
e9d56a72-641a-4c27-a897-fa090ec9d0eb.jpg,skirt,474.jpg,black,winter
8f43a1cb-570b-4de9-b5cb-b84a58b30dee.jpg,sling_dress,460.jpg,darkslategray,winter
7a1a9ead-c318-47ba-b7c9-dfd8cb21c143.jpg,skirt,676.jpg,black,winter
f6e901bd-a4e9-4fae-a403-c0992a7dfba5.jpg,vest,676.jpg,black,winter
b2c9bd2d-a432-4c6a-959f-43c2e602eb5d.jpg,trousers,11.jpg,olivedrab,spring
4f69b5ec-b82b-4690-b147-f4411762ed31.jpg,long_sleeved_shirt,11.jpg,yellowgreen,spring
71f7574e-f58e-42a8-85fb-b8e5677df319.jpg,long_sleeved_shirt,39.jpg,darkgray,winter
eea6756c-04bf-4ef3-9108-731b70731dd6.jpg,trousers,39.jpg,gray,winter
810c028b-3b78-427e-8514-e2702118db69.jpg,short_sleeved_outwear,306.jpg,black,winter
4f0f9c98-4488-4f75-93d8-3b96477d8e3c.jpg,short_sleeved_dress,306.jpg,black,winter
aa8d86dc-e701-43f5-8633-0e3b3556d902.jpg,trousers,110.jpg,darkgray,winter
626f186a-f8c2-428d-8e77-231c75446c42.jpg,skirt,689.jpg,black,winter
125db86e-dd93-4bbe-bbae-a87f9b97d4ff.jpg,sling,689.jpg,darkslategray,winter
ea2c520f-8ab2-47c3-9838-25726481411e.jpg,trousers,662.jpg,ghostwhite,winter
3c079fbe-98f2-459e-accb-a9428139abd5.jpg,skirt,662.jpg,black,winter
699fab3e-8acf-4f03-95e6-59bb39360d41.jpg,short_sleeved_outwear,662.jpg,black,winter
16ee692a-cd3e-42a1-a3d9-d78b17d5f842.jpg,long_sleeved_shirt,662.jpg,black,winter
bfb10fc5-e697-4422-8057-1fee530c20d0.jpg,vest,138.jpg,palevioletred,winter
fe650a7c-1298-408f-9cee-61f51dfc696f.jpg,trousers,138.jpg,palevioletred,winter
99d6f17f-47c8-4339-9762-7fd0919b2415.jpg,trousers,13.jpg,silver,summer
471e2124-b728-4352-a8e0-3e5013ed8988.jpg,long_sleeved_shirt,112.jpg,lightsteelblue,summer
6ac7ec60-58dc-4d8d-b5b7-211c3f5a07db.jpg,short_sleeved_outwear,648.jpg,black,winter
d9d795f3-4d0b-480f-a54f-c652ae609d4b.jpg,trousers,648.jpg,black,winter
b3596e87-42d3-41d9-a430-73b065459c07.jpg,vest,648.jpg,lavender,winter
6b2b38b1-905b-4fb7-942b-85d0db2f2e7c.jpg,skirt,489.jpg,black,winter
bddd83f6-3a16-43dc-b120-0179f87f5cd5.jpg,trousers,489.jpg,black,winter
1e42f4aa-015b-490d-a791-f0f5e0c5336a.jpg,,489.jpg,darkgray,winter
a281d533-53a1-448e-9a0e-b0c03e8629c1.jpg,vest,476.jpg,black,winter
c806e590-7151-4e1d-98b7-b050ea2ec6f0.jpg,short_sleeved_outwear,310.jpg,black,winter
0f83462e-36b1-4f54-891d-28ec8ecb7bff.jpg,skirt,310.jpg,black,winter
73dc6b60-415d-4607-be65-857f673d4baf.jpg,skirt,660.jpg,lightsteelblue,summer
17884f51-e1de-4022-bef5-a9c8bec59ab1.jpg,short_sleeved_outwear,660.jpg,black,winter
6a80e33e-bd80-49f4-b9d5-6a38da0279ef.jpg,trousers,674.jpg,darkgray,winter
deed4431-686d-4968-81b5-31944a16675c.jpg,sling,674.jpg,lavender,winter
64e1510b-19df-40e1-a014-51f8c80c1324.jpg,skirt,674.jpg,black,winter
07b3f33e-e0aa-4a51-b912-d1935d0263d9.jpg,sling_dress,674.jpg,darkgray,winter
150ba746-38a0-4c82-a8c1-cf25235f341d.jpg,skirt,462.jpg,darkslategray,winter
7da59486-adc3-41be-a9c1-3ebb20fbfd35.jpg,trousers,338.jpg,darkslategray,winter
5c04b0bb-0e9f-41e0-a198-33591638a0e6.jpg,short_sleeved_outwear,338.jpg,black,winter
fef78205-6f5f-44af-9b2c-ade42823bca6.jpg,long_sleeved_shirt,338.jpg,black,winter
395f1270-0013-44f9-9ca0-efdca3b1b932.jpg,trousers,486.jpg,darkgray,winter
2d12599b-49c6-4ce0-aa8a-7332495eaa50.jpg,skirt,647.jpg,black,winter
21f3a408-5635-4cdc-8bea-e94f3fc3c55e.jpg,short_sleeved_outwear,647.jpg,gainsboro,winter
1c4cfa78-ff80-42f2-87b0-8353c060c951.jpg,short_sleeved_dress,647.jpg,black,winter
47b012ab-9c97-4193-a8cb-455b791458b6.jpg,skirt,121.jpg,dimgray,autumn
ffd99289-5f7e-48cb-ae14-562aad3650f3.jpg,short_sleeved_outwear,121.jpg,darkslategray,winter
ebbb417f-8ab3-4e36-8b22-9f0f28737d55.jpg,trousers,492.jpg,black,winter
ad79844a-3772-4b71-b3ad-686c13a244c8.jpg,short_sleeved_outwear,492.jpg,whitesmoke,winter
32f8e099-adf2-4cf2-91b3-bd9c038b977d.jpg,vest,323.jpg,darkgray,winter
18aeeb69-3e9a-49bc-b911-8888d71fd650.jpg,trousers,479.jpg,black,winter
f3f9b708-0f94-46c5-a74d-ad864af908a4.jpg,short_sleeved_outwear,479.jpg,black,winter
26565e09-03bc-48d7-856f-74bc9fc0e8f2.jpg,trousers,445.jpg,tan,autumn
40adaca1-87dc-41e2-9e2a-98228f357582.jpg,sling_dress,445.jpg,silver,summer
c553c0c0-7988-477e-8f19-f74fcf782337.jpg,trousers,451.jpg,darkslategray,winter
99314e33-ba7a-4e14-8fa0-7151e64aef62.jpg,short_sleeved_outwear,451.jpg,darkslategray,winter
1085e621-9a1b-4191-9a9f-d8e0145e3d35.jpg,short_sleeved_outwear,337.jpg,darkslategray,winter
807bee48-07e5-4720-ba01-f49ed75d06a7.jpg,trousers,337.jpg,rosybrown,summer
